Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Label
"[-2, -2, 20]","[-5, -1, 27]","[0, -7, 9]","[3, -9, 14]","[-3, 1, -11]","[0, -10, -11]","[5, -14, -2]","[-2, -3, -6]",Evan_001_001
"[3, 1, 13]","[1, 2, 14]","[3, -5, 10]","[3, -3, 9]","[0, 0, -7]","[4, -8, -1]","[9, -5, 2]","[0, 0, -5]",Evan_001_001
"[-10, 3, -7]","[-1, 13, -3]","[2, 3, 8]","[-4, -2, 2]","[0, -3, 0]","[-2, -7, 0]","[2, -6, 0]","[0, -2, -1]",Evan_001_001
"[-9, 3, -6]","[-1, 13, -4]","[0, 2, 3]","[-3, 0, 2]","[-2, -1, 1]","[-3, -6, 1]","[5, -5, 2]","[-1, -1, 1]",Evan_001_001
"[-11, 5, -13]","[-5, 14, -5]","[0, 6, 0]","[-4, -1, 0]","[-1, 0, -6]","[-2, -8, -5]","[8, -5, 1]","[0, -3, -2]",Evan_001_001
"[-11, 3, -9]","[-3, 16, -2]","[-1, 8, 2]","[-3, -2, 0]","[0, 0, 1]","[-2, -9, 1]","[3, -6, 6]","[1, -1, 1]",Evan_001_001
"[-16, 4, -12]","[-10, 18, -12]","[-1, 6, 1]","[-3, 5, 1]","[-1, 2, 2]","[-6, -11, 0]","[0, -3, 2]","[0, -1, -1]",Evan_001_001
"[-12, 5, -13]","[-7, 18, -10]","[0, 9, -3]","[-5, 3, -1]","[-3, 0, 4]","[-3, -7, 0]","[4, -5, -1]","[0, 0, 2]",Evan_001_001
"[-11, 4, -8]","[-6, 15, -5]","[0, 6, 0]","[-8, 3, -1]","[-1, 1, 1]","[-1, -2, -1]","[2, -5, 3]","[-1, 0, 0]",Evan_001_001
"[-8, 6, -8]","[-4, 14, 0]","[-1, 5, 5]","[-3, 1, 1]","[0, 0, -4]","[-1, -3, -1]","[6, -1, 3]","[1, -2, 1]",Evan_001_001
"[-8, 5, -6]","[0, 13, -2]","[1, 4, 2]","[-5, 2, 2]","[-2, 0, -2]","[0, -5, 0]","[4, -1, 0]","[2, 1, 0]",Evan_001_001
"[-4, 4, -4]","[0, 11, 0]","[0, 4, 6]","[-1, 0, 0]","[0, 1, -3]","[1, -5, -4]","[7, -1, -1]","[0, 0, -2]",Evan_001_001
"[-5, 2, -4]","[0, 11, 3]","[0, 0, 2]","[-3, 3, 0]","[0, 3, -1]","[0, -4, -4]","[7, -4, -1]","[1, 0, -3]",Evan_001_001
"[-4, 3, 0]","[-3, 10, 4]","[1, 0, 2]","[-3, 0, 0]","[0, 1, -4]","[-1, -6, -4]","[6, -7, -1]","[1, 0, -1]",Evan_001_001
"[-4, 4, 0]","[-4, 13, 1]","[0, 3, -3]","[-2, 2, 1]","[1, 4, 1]","[-2, -6, -7]","[5, -5, 3]","[1, 0, -1]",Evan_001_001
"[-4, 3, 0]","[-4, 12, 3]","[-2, 1, 10]","[0, 1, 3]","[0, 3, -3]","[0, -5, -5]","[5, -4, 3]","[0, 2, -3]",Evan_001_001
"[-3, 3, 2]","[-2, 10, 2]","[2, 2, 0]","[-1, 0, 1]","[-4, 0, -8]","[3, -7, -7]","[4, -4, 0]","[-2, 0, -4]",Evan_001_001
"[-4, 2, 4]","[0, 4, 5]","[2, 0, 6]","[-3, -1, 6]","[0, 3, -3]","[0, -7, -10]","[7, -6, 0]","[-6, 0, -3]",Evan_001_001
"[-5, 6, 1]","[-1, 8, 11]","[0, 0, 7]","[-2, -2, 5]","[1, -1, -2]","[0, -7, -11]","[7, -4, 0]","[-2, -3, -1]",Evan_001_001
"[-5, 5, 9]","[-4, 9, 2]","[2, 0, 7]","[0, -1, 5]","[0, 3, -14]","[3, -4, -11]","[8, -5, 0]","[0, -1, 0]",Evan_001_001
"[-7, 2, 9]","[-4, 6, 1]","[0, 1, 7]","[0, -2, 9]","[0, 3, -6]","[2, -8, -9]","[5, -6, -6]","[0, -1, -2]",Evan_001_001
"[-5, 1, 6]","[-7, 7, 8]","[0, 1, 8]","[-1, -3, 5]","[0, 3, -10]","[-2, -6, -11]","[4, -8, -5]","[-2, 0, -5]",Evan_001_001
"[-3, 0, 12]","[-4, 5, 12]","[2, 0, 12]","[-2, -2, 5]","[-6, 0, -7]","[3, -6, -10]","[6, -8, -5]","[0, 0, -1]",Evan_001_001
"[-2, 0, 10]","[-2, 6, 12]","[2, 0, 6]","[-1, -2, 5]","[-2, 0, -10]","[-1, -6, -10]","[5, -6, -3]","[-1, 0, -8]",Evan_001_001
"[-3, 2, 4]","[-4, 4, 11]","[1, -3, 10]","[0, 0, 9]","[0, 1, -8]","[1, -8, -15]","[3, -5, -7]","[-4, -2, -3]",Evan_001_001
"[-4, 0, 4]","[-1, 3, 8]","[0, 1, 4]","[0, -3, 8]","[-1, 1, -10]","[-1, -9, -9]","[8, -8, -4]","[-3, 0, -1]",Evan_001_001
"[-5, 2, 6]","[-4, 9, 6]","[1, 0, 2]","[0, -5, 6]","[0, -1, -7]","[-3, -9, -9]","[5, -5, -3]","[-3, 0, -2]",Evan_001_001
"[-2, 0, 11]","[-3, 5, 10]","[5, 0, 5]","[2, -5, 6]","[0, 0, -8]","[0, -6, -10]","[5, -4, -3]","[-2, 0, -6]",Evan_001_001
"[-5, 1, 3]","[-1, 3, 7]","[0, -1, 4]","[0, -3, 8]","[0, 0, -10]","[1, -5, -7]","[5, -9, 0]","[1, 0, -6]",Evan_001_001
"[-2, 1, 10]","[-3, 6, 11]","[0, -4, 9]","[1, -3, 14]","[-3, 2, -9]","[-1, -8, -14]","[1, -7, -1]","[-3, 0, -2]",Evan_001_001
"[-1, 0, 16]","[-4, 3, 16]","[5, -4, 4]","[3, -5, 5]","[-2, 3, -13]","[0, -5, -17]","[3, -6, -6]","[0, 0, -8]",Evan_001_001
"[-1, 2, 9]","[0, -1, 21]","[6, -5, 14]","[1, -5, 7]","[0, 4, -11]","[1, -6, -13]","[3, -4, -10]","[-1, 0, -8]",Evan_001_001
"[-1, 0, 10]","[-4, 0, 16]","[2, -4, 13]","[0, -6, 11]","[-1, 3, -11]","[1, -7, -20]","[4, -4, -9]","[0, -1, -2]",Evan_001_001
"[-3, -2, 24]","[-6, -3, 22]","[-2, -8, 7]","[3, -6, 15]","[-5, 5, -21]","[-6, -3, -23]","[-1, -7, -9]","[-4, 0, -8]",Evan_001_001
"[-1, 0, 28]","[-9, -6, 37]","[0, -10, 14]","[7, -6, 21]","[-3, 5, -17]","[-1, -4, -26]","[1, -7, -13]","[-7, -1, -12]",Evan_001_001
"[-1, 0, 26]","[-8, -4, 27]","[0, -12, 14]","[3, -7, 22]","[0, 2, -15]","[0, -6, -17]","[2, -9, -11]","[-4, 0, -11]",Evan_001_001
"[0, 2, 38]","[-15, -6, 31]","[0, -12, 21]","[2, -7, 28]","[-5, 2, -18]","[-7, -5, -26]","[-3, -11, -10]","[-9, -2, -13]",Evan_001_001
"[-5, 2, 41]","[-20, -6, 34]","[-9, -10, 26]","[2, -12, 29]","[-10, 1, -23]","[-11, -9, -34]","[-5, -14, -12]","[-10, 0, -15]",Evan_001_001
"[-25, -3, 30]","[-39, 3, -1]","[-18, -6, 7]","[-11, -11, 24]","[-14, 0, -19]","[-14, -13, -34]","[-5, -18, -11]","[-13, -4, -15]",Evan_001_001
"[-36, 0, -8]","[-30, 20, -32]","[-20, 10, -10]","[-23, -2, 10]","[-18, 1, -24]","[-18, -18, -31]","[-5, -22, -7]","[-8, -8, -9]",Evan_001_001
"[-41, -1, -23]","[-24, 29, -42]","[-19, 16, -16]","[-26, -1, -6]","[-16, -4, -20]","[-15, -24, -26]","[-5, -24, 1]","[-11, -10, -7]",Evan_001_001
"[-38, 2, -30]","[-21, 29, -36]","[-13, 18, -12]","[-26, 2, -3]","[-14, -4, -22]","[-15, -27, -27]","[0, -22, -3]","[-10, -10, -7]",Evan_001_001
"[-41, 3, -28]","[-22, 38, -42]","[-11, 20, -12]","[-25, 1, -6]","[-18, -3, -25]","[-19, -26, -27]","[-2, -22, -2]","[-9, -12, -14]",Evan_001_001
"[-42, 3, -30]","[-24, 35, -47]","[-14, 18, -11]","[-27, 4, -12]","[-16, -5, -22]","[-17, -25, -30]","[0, -25, -2]","[-10, -12, -11]",Evan_001_001
"[-39, 4, -30]","[-22, 36, -45]","[-16, 17, -13]","[-28, 4, -3]","[-20, -2, -17]","[-15, -28, -26]","[0, -27, -5]","[-12, -13, -10]",Evan_001_001
"[-43, 6, -32]","[-24, 34, -48]","[-18, 22, -15]","[-26, 0, -11]","[-17, -6, -22]","[-17, -28, -29]","[-3, -27, -5]","[-10, -12, -7]",Evan_001_001
"[-43, 2, -32]","[-21, 36, -43]","[-16, 20, -12]","[-28, 6, -9]","[-17, -6, -21]","[-21, -26, -25]","[-2, -25, -6]","[-15, -10, -10]",Evan_001_001
"[-38, 6, -29]","[-19, 33, -39]","[-16, 22, -17]","[-26, 4, -7]","[-17, -4, -22]","[-18, -25, -30]","[0, -24, 1]","[-12, -9, -10]",Evan_001_001
"[-42, 1, -30]","[-20, 32, -37]","[-13, 17, -15]","[-29, 1, -7]","[-16, -3, -18]","[-17, -25, -27]","[2, -27, -5]","[-9, -11, -11]",Evan_001_001
"[-38, 4, -31]","[-22, 34, -40]","[-14, 20, -16]","[-27, 5, -5]","[-16, -4, -18]","[-16, -24, -26]","[0, -25, -3]","[-11, -11, -13]",Evan_001_001
"[-42, 0, -26]","[-19, 34, -38]","[-15, 18, -16]","[-25, 4, -10]","[-16, -4, -21]","[-15, -25, -31]","[1, -25, -3]","[-11, -9, -11]",Evan_001_001
"[-38, 2, -31]","[-17, 34, -39]","[-14, 22, -11]","[-31, 3, -8]","[-17, -7, -21]","[-17, -24, -26]","[0, -24, 1]","[-10, -10, -10]",Evan_001_001
"[-40, 3, -27]","[-22, 38, -39]","[-14, 16, -21]","[-27, 4, -8]","[-15, -3, -23]","[-16, -25, -29]","[0, -22, -8]","[-8, -12, -10]",Evan_001_001
"[-40, 3, -27]","[-21, 34, -40]","[-11, 17, -15]","[-24, 5, -6]","[-18, -4, -21]","[-14, -28, -26]","[-2, -24, 0]","[-10, -8, -11]",Evan_001_001
"[-40, 2, -26]","[-22, 34, -34]","[-12, 15, -14]","[-27, 4, -8]","[-15, -6, -24]","[-15, -26, -34]","[0, -23, -6]","[-8, -11, -10]",Evan_001_001
"[-39, 4, -26]","[-23, 34, -39]","[-14, 16, -15]","[-22, 2, -4]","[-17, -3, -29]","[-15, -22, -27]","[-4, -26, -1]","[-7, -8, -3]",Evan_001_001
"[-40, 2, -28]","[-25, 34, -37]","[-17, 16, -10]","[-26, 5, -5]","[-18, -5, -14]","[-17, -22, -30]","[-3, -24, -3]","[-10, -11, -6]",Evan_001_001
"[-39, 1, -26]","[-21, 34, -39]","[-11, 18, -13]","[-29, 5, -5]","[-18, -4, -22]","[-17, -28, -28]","[-3, -25, -7]","[-10, -12, -12]",Evan_001_001
"[-40, 5, -30]","[-21, 30, -37]","[-14, 13, -15]","[-24, 0, -5]","[-16, -2, -29]","[-17, -28, -31]","[-2, -26, -3]","[-9, -11, -12]",Evan_001_001
"[-38, 3, -24]","[-18, 31, -41]","[-14, 15, -8]","[-25, 2, -7]","[-17, -4, -20]","[-14, -29, -30]","[1, -25, 0]","[-11, -9, -8]",Evan_001_001
"[-39, 4, -23]","[-22, 30, -37]","[-14, 16, -13]","[-24, 3, -5]","[-14, -3, -20]","[-18, -26, -23]","[0, -27, -2]","[-15, -10, -13]",Evan_001_001
"[-40, 3, -24]","[-22, 30, -40]","[-12, 16, -16]","[-26, 5, -9]","[-17, -2, -21]","[-15, -24, -28]","[0, -26, 0]","[-11, -9, -13]",Evan_001_001
"[-40, 3, -25]","[-23, 30, -36]","[-14, 16, -13]","[-26, 1, -4]","[-19, -2, -21]","[-16, -25, -25]","[-2, -26, -9]","[-13, -10, -11]",Evan_001_001
"[-36, 3, -27]","[-23, 35, -36]","[-12, 16, -15]","[-28, 2, 0]","[-16, -3, -28]","[-18, -23, -32]","[-1, -25, -3]","[-10, -10, -7]",Evan_001_001
"[-38, 1, -27]","[-19, 31, -38]","[-15, 13, -6]","[-26, 2, -6]","[-17, -4, -18]","[-15, -22, -24]","[-2, -22, -12]","[-13, -15, -4]",Evan_001_001
"[-39, 2, -24]","[-21, 29, -40]","[-7, 16, -14]","[-25, 0, -5]","[-14, -4, -25]","[-15, -23, -27]","[-1, -24, -5]","[-11, -8, -8]",Evan_001_001
"[-36, 0, -26]","[-22, 30, -33]","[-12, 11, -8]","[-24, -1, -4]","[-13, 0, -20]","[-13, -26, -25]","[0, -24, 0]","[-14, -10, -8]",Evan_001_001
"[-38, 3, -20]","[-18, 27, -37]","[-10, 13, -7]","[-26, 1, -4]","[-12, 0, -17]","[-12, -25, -31]","[0, -26, -4]","[-8, -8, -11]",Evan_001_001
"[-39, 0, -23]","[-23, 30, -34]","[-12, 14, -10]","[-21, 0, -1]","[-16, -5, -22]","[-16, -25, -24]","[-1, -21, -8]","[-9, -9, -8]",Evan_001_001
"[-35, 1, -25]","[-18, 31, -39]","[-17, 15, -13]","[-22, 2, -5]","[-16, -2, -18]","[-14, -20, -26]","[-2, -22, -6]","[-11, -10, -7]",Evan_001_001
"[-40, 2, -23]","[-26, 29, -42]","[-17, 17, -10]","[-28, 3, -4]","[-19, -3, -25]","[-18, -21, -30]","[-1, -26, -12]","[-9, -9, -7]",Evan_001_001
"[-42, 2, -27]","[-23, 33, -38]","[-18, 16, -9]","[-28, 0, -8]","[-15, -2, -24]","[-16, -24, -30]","[-5, -25, -6]","[-13, -9, -11]",Evan_001_001
"[-41, 0, -24]","[-24, 29, -43]","[-17, 19, -6]","[-23, -1, -1]","[-18, -6, -25]","[-17, -23, -30]","[0, -21, -7]","[-12, -10, -14]",Evan_001_001
"[-38, 2, -25]","[-24, 29, -42]","[-17, 15, -13]","[-26, 0, -7]","[-19, -4, -23]","[-18, -21, -34]","[-2, -24, -6]","[-9, -8, -14]",Evan_001_001
"[-24, 3, 23]","[-21, 11, 4]","[-6, -2, 13]","[-8, -4, 21]","[-9, 0, -20]","[-9, -15, -29]","[0, -19, -10]","[-4, -6, -14]",Evan_001_001
"[3, 6, 5]","[11, 11, 28]","[14, -4, 9]","[9, 0, 2]","[3, -4, -1]","[10, -15, 9]","[18, -6, 2]","[8, -4, 1]",Evan_001_001
"[-4, 6, 0]","[2, 16, 5]","[8, 4, 6]","[0, 1, 0]","[-1, 1, 2]","[10, -4, 7]","[11, 0, 3]","[5, 0, 1]",Evan_001_001
"[-3, 5, -6]","[-1, 11, 7]","[3, 1, 6]","[-4, 2, 5]","[1, 3, 0]","[0, -4, 1]","[6, 1, 0]","[1, 2, 0]",Evan_001_001
"[-5, 4, -3]","[-2, 13, 6]","[0, 1, 0]","[0, 0, 0]","[0, 4, -1]","[0, -3, -7]","[2, 1, 2]","[2, 6, -3]",Evan_001_001
"[-2, 4, 2]","[0, 9, 7]","[1, 3, 7]","[0, 0, 2]","[1, 6, 0]","[1, -2, -9]","[5, 0, -9]","[0, 1, -1]",Evan_001_001
"[1, 5, 1]","[4, 6, 13]","[4, -1, 7]","[4, -2, 6]","[3, 3, -1]","[5, -1, -7]","[6, 1, -6]","[1, 6, -5]",Evan_001_001
"[-1, 4, 6]","[4, 2, 16]","[9, -3, 7]","[4, -3, 6]","[4, 6, -5]","[8, -2, -4]","[7, 4, -6]","[-1, 3, -4]",Evan_001_001
"[4, 0, 6]","[5, 2, 18]","[8, -3, 5]","[5, -3, 2]","[5, 3, -2]","[9, -3, -7]","[7, 0, -5]","[1, 3, -8]",Evan_001_001
"[4, 3, 9]","[9, 4, 14]","[9, -4, 6]","[6, 0, 8]","[2, 3, -4]","[10, 0, -3]","[7, 1, -2]","[4, 3, -7]",Evan_001_001
"[3, 3, 3]","[8, 0, 16]","[7, -3, 12]","[7, 0, 1]","[2, 2, 0]","[10, 0, -6]","[12, 0, -5]","[1, 2, -1]",Evan_001_001
"[10, 5, 3]","[12, 3, 20]","[13, -7, 6]","[7, -1, 4]","[11, 1, 3]","[13, -1, 3]","[13, 2, 3]","[6, 2, -6]",Evan_001_001
"[13, 3, 3]","[18, 1, 22]","[12, -6, 9]","[6, 0, 0]","[10, 3, 2]","[17, -1, 8]","[17, 3, -2]","[9, 3, -4]",Evan_001_001
"[10, 5, 7]","[16, 2, 21]","[14, -5, 12]","[7, -2, 5]","[13, 0, -3]","[19, -2, 2]","[15, 0, 0]","[4, 2, -2]",Evan_001_001
"[8, 4, 3]","[18, 2, 27]","[13, -8, 7]","[10, -3, 0]","[9, 1, -4]","[18, -5, 2]","[16, 0, 0]","[9, 1, -7]",Evan_001_001
"[11, 5, 10]","[14, 0, 25]","[13, -4, 10]","[8, -1, 4]","[8, -1, -5]","[14, -6, 5]","[13, 2, -2]","[5, 5, -5]",Evan_001_001
"[10, 3, 10]","[16, 1, 24]","[10, -6, 10]","[7, -1, 9]","[9, 1, -8]","[17, -1, 0]","[13, 2, -4]","[7, 1, -2]",Evan_001_001
"[12, 4, 9]","[14, 0, 25]","[12, -8, 13]","[13, -5, 7]","[4, 3, -5]","[10, -2, -7]","[13, 1, -3]","[5, 1, -11]",Evan_001_001
"[13, 1, 14]","[13, 0, 26]","[9, -8, 12]","[11, -3, 0]","[5, 4, -1]","[12, -2, 5]","[11, 0, -8]","[8, 0, -8]",Evan_001_001
"[15, 5, 9]","[17, -1, 33]","[12, -8, 15]","[12, -8, 6]","[6, 1, -6]","[15, -5, -3]","[15, 0, -2]","[3, 2, -1]",Evan_001_001
"[14, 7, 18]","[19, 0, 35]","[14, -9, 15]","[12, -2, 11]","[8, 1, -7]","[15, -4, -2]","[14, -1, -6]","[5, -1, -10]",Evan_001_001
"[13, 6, 20]","[16, -4, 38]","[16, -11, 13]","[13, -5, 6]","[6, 4, -7]","[11, -2, -4]","[14, -3, -6]","[4, 3, -7]",Evan_001_001
"[14, 7, 18]","[15, -3, 39]","[16, -8, 16]","[10, -4, 13]","[3, 0, -10]","[14, -5, -9]","[12, -5, -11]","[3, 0, -6]",Evan_001_001
"[13, 5, 21]","[14, 0, 37]","[16, -9, 13]","[11, -3, 9]","[4, 3, -11]","[13, -4, -7]","[14, 0, -9]","[4, 3, -10]",Evan_001_001
"[13, 4, 18]","[14, -1, 30]","[12, -10, 15]","[13, -3, 8]","[2, 2, -10]","[8, -2, -10]","[15, -1, -12]","[4, 1, -6]",Evan_001_001
"[9, 5, 18]","[12, 0, 39]","[9, -12, 16]","[13, -5, 9]","[4, 3, -10]","[12, -6, -11]","[12, -4, -7]","[3, 1, -11]",Evan_001_001
"[10, 3, 14]","[13, 0, 27]","[10, -10, 13]","[12, -4, 9]","[0, 0, -8]","[8, -2, -9]","[14, -3, -5]","[5, 2, -7]",Evan_001_001
"[9, 3, 16]","[11, -1, 24]","[11, -9, 14]","[8, -4, 15]","[4, 2, -11]","[11, -5, -9]","[11, -3, -5]","[4, 2, -12]",Evan_001_001
"[9, 5, 18]","[9, 1, 30]","[9, -11, 18]","[9, -8, 9]","[3, 5, -5]","[6, -6, -12]","[11, -2, -1]","[2, 1, -6]",Evan_001_001
"[9, 5, 18]","[7, 5, 25]","[11, -9, 13]","[9, -4, 11]","[2, 0, -11]","[6, -4, -14]","[8, -5, -7]","[0, 0, -7]",Evan_001_001
"[5, 0, 19]","[6, 0, 31]","[8, -9, 10]","[8, -3, 13]","[3, 3, -9]","[6, -6, -14]","[9, -4, -14]","[4, 1, -10]",Evan_001_001
"[3, 1, 21]","[4, -1, 35]","[8, -8, 13]","[9, -5, 15]","[-2, 8, -12]","[4, -9, -19]","[8, -5, -10]","[-1, -1, -10]",Evan_001_001
"[7, 4, 31]","[-3, -7, 36]","[5, -14, 24]","[10, -6, 18]","[-4, 4, -16]","[0, -7, -21]","[3, -7, -14]","[-5, 0, -14]",Evan_001_001
"[3, 3, 39]","[-11, -11, 47]","[3, -18, 26]","[10, -10, 29]","[-5, 2, -23]","[-5, -8, -25]","[0, -9, -6]","[-8, -1, -10]",Evan_001_001
"[4, 0, 40]","[-11, -10, 53]","[5, -19, 32]","[12, -11, 29]","[-7, 4, -18]","[-1, -7, -25]","[3, -9, -13]","[-4, 0, -15]",Evan_001_001
"[-2, 1, 40]","[-17, -8, 38]","[-5, -20, 26]","[8, -12, 31]","[-9, 9, -22]","[-7, -11, -34]","[-1, -8, -11]","[-7, 2, -18]",Evan_001_001
"[-35, -11, -17]","[-29, 12, -54]","[-20, 6, -24]","[-28, -6, 0]","[-19, -2, -19]","[-15, -16, -19]","[-4, -15, -3]","[-13, -4, -3]",Evan_001_001
"[-41, -4, -25]","[-22, 24, -49]","[-14, 16, -25]","[-26, 0, -12]","[-15, 0, -15]","[-18, -23, -23]","[-2, -22, 3]","[-10, -9, -6]",Evan_001_001
"[-42, 3, -37]","[-18, 32, -49]","[-9, 19, -21]","[-29, 2, -11]","[-16, -1, -27]","[-18, -22, -35]","[-4, -22, -3]","[-9, -10, -14]",Evan_001_001
"[-39, 4, -35]","[-22, 37, -46]","[-12, 21, -17]","[-28, 4, -8]","[-17, -4, -24]","[-16, -26, -24]","[-3, -24, -1]","[-10, -11, -11]",Evan_001_001
"[-41, 3, -35]","[-20, 30, -46]","[-14, 19, -19]","[-25, 1, -13]","[-16, -6, -24]","[-16, -24, -24]","[-3, -20, 0]","[-11, -9, -10]",Evan_001_001
"[-36, 3, -36]","[-19, 31, -46]","[-11, 17, -23]","[-23, 2, -10]","[-17, -4, -23]","[-14, -21, -31]","[-1, -21, -8]","[-9, -8, -17]",Evan_001_001
"[-37, -2, -28]","[-20, 33, -43]","[-16, 18, -20]","[-25, 2, -10]","[-17, -4, -25]","[-17, -26, -26]","[-1, -23, -5]","[-11, -8, -10]",Evan_001_001
"[-36, 6, -37]","[-21, 32, -42]","[-13, 17, -20]","[-27, 5, -11]","[-17, -5, -24]","[-17, -21, -30]","[0, -20, -2]","[-13, -9, -10]",Evan_001_001
"[-39, 1, -27]","[-21, 33, -39]","[-12, 15, -12]","[-26, 2, -8]","[-18, -2, -23]","[-17, -21, -28]","[-3, -23, -6]","[-11, -12, -7]",Evan_001_001
"[-41, 2, -28]","[-18, 32, -50]","[-13, 17, -15]","[-28, 1, -10]","[-15, -3, -20]","[-14, -23, -33]","[0, -22, -5]","[-9, -11, -7]",Evan_001_001
"[-35, 0, -34]","[-20, 34, -40]","[-12, 13, -20]","[-26, 2, -10]","[-17, -1, -21]","[-16, -25, -29]","[-1, -21, -1]","[-9, -10, -8]",Evan_001_001
"[-39, 4, -29]","[-22, 30, -44]","[-14, 15, -18]","[-24, 2, -10]","[-18, -2, -23]","[-18, -22, -26]","[-2, -25, -10]","[-11, -8, -8]",Evan_001_001
"[-35, 2, -29]","[-18, 31, -38]","[-15, 15, -20]","[-23, 0, -8]","[-19, -1, -20]","[-15, -25, -28]","[-1, -23, -1]","[-10, -6, -9]",Evan_001_001
"[-38, -2, -33]","[-18, 32, -42]","[-13, 16, -13]","[-24, 1, -9]","[-15, 0, -17]","[-17, -23, -21]","[0, -20, 0]","[-9, -6, -11]",Evan_001_001
"[-34, 2, -29]","[-20, 31, -41]","[-11, 15, -16]","[-22, 5, -10]","[-18, -2, -17]","[-15, -26, -33]","[-1, -24, -1]","[-8, -13, -10]",Evan_001_001
"[-37, 2, -26]","[-18, 32, -41]","[-10, 17, -17]","[-22, 1, -13]","[-13, -1, -19]","[-19, -25, -27]","[0, -21, -2]","[-9, -7, -10]",Evan_001_001
"[-34, 2, -25]","[-20, 30, -37]","[-13, 16, -17]","[-24, 1, -7]","[-17, -3, -18]","[-15, -24, -26]","[-4, -21, -3]","[-9, -12, -10]",Evan_001_001
"[-39, 0, -23]","[-22, 30, -40]","[-14, 15, -12]","[-24, 3, -6]","[-17, -1, -21]","[-13, -23, -30]","[0, -25, 0]","[-7, -11, -7]",Evan_001_001
"[-39, 1, -25]","[-21, 28, -40]","[-11, 13, -10]","[-23, 1, -4]","[-17, 1, -23]","[-16, -23, -22]","[-4, -24, 1]","[-11, -10, -12]",Evan_001_001
"[-36, 0, -23]","[-23, 31, -34]","[-12, 11, -9]","[-20, 0, -3]","[-14, 0, -21]","[-13, -24, -27]","[-1, -24, -9]","[-12, -10, -8]",Evan_001_001
"[-39, 3, -16]","[-25, 30, -31]","[-10, 12, -5]","[-23, 1, 1]","[-14, -3, -24]","[-16, -23, -27]","[0, -24, -9]","[-9, -8, -14]",Evan_001_001
"[-39, 4, -21]","[-25, 30, -32]","[-15, 16, -9]","[-25, 0, -4]","[-17, -3, -25]","[-15, -21, -38]","[-4, -23, -6]","[-13, -9, -13]",Evan_001_001
"[-38, 3, -29]","[-23, 34, -34]","[-13, 11, -7]","[-22, 2, 0]","[-14, -4, -22]","[-16, -24, -33]","[0, -26, -9]","[-10, -9, -10]",Evan_001_001
"[-38, 3, -21]","[-22, 30, -33]","[-13, 17, -6]","[-24, 5, -3]","[-15, -4, -23]","[-18, -23, -31]","[-2, -24, -6]","[-11, -12, -14]",Evan_001_001
"[-38, 4, -22]","[-25, 32, -31]","[-14, 14, -7]","[-26, 3, -1]","[-18, -5, -24]","[-17, -23, -34]","[-2, -23, -2]","[-11, -12, -16]",Evan_001_001
"[-41, 3, -20]","[-22, 32, -34]","[-15, 14, -10]","[-22, 1, -4]","[-17, -4, -27]","[-17, -27, -36]","[0, -24, -4]","[-9, -8, -11]",Evan_001_001
"[-38, 1, -18]","[-26, 28, -34]","[-14, 13, -13]","[-23, 0, 5]","[-16, -3, -23]","[-15, -19, -38]","[0, -26, -8]","[-13, -7, -11]",Evan_001_001
"[-37, 1, -19]","[-24, 28, -32]","[-13, 13, -11]","[-27, 0, 1]","[-13, 0, -17]","[-13, -20, -30]","[-1, -22, -6]","[-10, -10, -11]",Evan_001_001
"[-37, 0, -16]","[-20, 27, -43]","[-14, 13, -10]","[-22, 0, -3]","[-15, -2, -18]","[-16, -27, -27]","[-1, -22, -5]","[-9, -11, -13]",Evan_001_001
"[-33, 2, -17]","[-23, 25, -29]","[-14, 12, -10]","[-19, -3, -1]","[-13, -2, -20]","[-12, -24, -28]","[0, -21, -10]","[-9, -10, -13]",Evan_001_001
"[-33, 0, -17]","[-22, 22, -29]","[-9, 8, -6]","[-20, 0, -3]","[-13, -2, -24]","[-11, -19, -27]","[0, -21, -6]","[-6, -12, -8]",Evan_001_001
"[-33, 4, -20]","[-24, 29, -27]","[-14, 10, -4]","[-21, -2, 0]","[-16, -1, -24]","[-12, -22, -30]","[-3, -22, -6]","[-7, -6, -10]",Evan_001_001
"[-37, 2, -16]","[-23, 29, -29]","[-14, 13, 0]","[-19, -2, 3]","[-14, -1, -25]","[-17, -25, -32]","[3, -19, -13]","[-8, -10, -13]",Evan_001_001
"[-37, 4, -13]","[-23, 28, -31]","[-13, 10, -5]","[-22, 2, 0]","[-14, -3, -30]","[-12, -24, -29]","[-1, -25, -12]","[-8, -9, -8]",Evan_001_001
"[-35, 3, -15]","[-25, 29, -31]","[-12, 11, -5]","[-22, 0, 3]","[-16, -1, -27]","[-13, -23, -31]","[0, -24, -6]","[-11, -7, -11]",Evan_001_001
"[-37, 3, -17]","[-23, 29, -30]","[-15, 12, -4]","[-23, 1, 0]","[-16, -4, -26]","[-15, -22, -36]","[3, -25, -5]","[-10, -7, -13]",Evan_001_001
"[-41, 5, -17]","[-28, 32, -25]","[-14, 15, -8]","[-25, -2, 0]","[-14, -2, -32]","[-16, -24, -35]","[0, -21, -7]","[-11, -11, -14]",Evan_001_001
"[-41, 4, -11]","[-30, 29, -32]","[-15, 14, -3]","[-22, 0, 6]","[-16, 2, -28]","[-15, -24, -33]","[0, -19, -16]","[-10, -9, -14]",Evan_001_001
